movieId,title,genres,overview
2712,Eyes Wide Shut (1999),Drama|Mystery|Thriller,After Dr. Bill Hartford's wife Alice admits to having sexual fantasies about a man she met Bill becomes obsessed with having a sexual encounter. He discovers an underground sexual group and attends one of their meetings -- and quickly discovers that he is in over his head.
2713,Lake Placid (1999),Horror|Thriller,When a man is eaten alive by an unknown creature the local Game Warden teams up with a paleontologist from New York to find the beast. Add to the mix an eccentric philanthropist with a penchant for "Crocs" and here we go! This quiet remote lake is suddenly the focus of an intense search for a crocodile with a taste for live animals...and people!
2714,"Wood, The (1999)",Drama,In the panicky uncertain hours before his wedding a groom with prenuptial jitters and his two best friends reminisce about growing up together in the middle-class African-American neighborhood of Inglewood California. Flashing back to the twenty-something trio's childhood exploits the memories capture the mood and nostalgia of the '80s era.
2715,"Velocity of Gary, The (1998)",Comedy|Romance,Gary is in love with Valentino. So is Mary Carmen. Their life changes when Valentino is hit with a deadly disease and is slowly dying in their hands. They tear each other off to end up re-uniting upon their love for the same man.
2716,Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi,Following a ghost invasion of Manhattan paranormal enthusiasts Erin Gilbert and Abby Yates nuclear engineer Jillian Holtzmann and subway worker Patty Tolan band together to stop the otherworldly threat.
2717,Ghostbusters II (1989),Comedy|Fantasy|Sci-Fi,Five years after they defeated Zuul the Ghostbusters are out of business. When Dana begins to have ghost problems again the boys come out of retirement to aid her and hopefully save New York City from a new paranormal threat.
2718,Drop Dead Gorgeous (1999),Comedy,In a small Minnesota town the annual beauty pageant is being covered by a TV crew. Former winner Gladys Leeman wants to make sure her daughter follows in her footsteps; explosions falling lights and trailer fires prove that. As the Leemans are the richest family in town the police are pretty relaxed about it all. Despite everything main rival (but sweet) Amber Atkins won't give up without a fight.
2719,"Haunting, The (1999)",Horror|Thriller,Dr. David Marrow invites Nell Vance and Theo and Luke Sanderson to the eerie and isolated Hill House to be subjects for a sleep disorder study. The unfortunate guests discover that Marrow is far more interested in the sinister mansion itself – and they soon see the true nature of its horror.
2720,Inspector Gadget (1999),Action|Adventure|Children|Comedy,John Brown is a bumbling but well-intentioned security guard who is badly injured in an explosion planned by an evil mastermind. He is taken to a laboratory where Brenda a leading robotics surgeon replaces his damaged limbs with state-of-the-art gadgets and tools. Named "Inspector Gadget" by the press John -- along with his niece Penny and her trusty dog Brain -- uses his new powers to discover who was behind the explosion.
2721,Trick (1999),Comedy|Romance,The misadventures of two young gay men trying to find a place to be alone one night in Manhattan. Gabriel an aspiring writer of Broadway musicals meets Mark a muscled stripper who picks him up on the subway. They spend the night trying to find somewhere to be alone... forced to contend with Gabriel's selfish roommate his irritating best friend and a vicious jealous drag queen in a gay dance club. The sun rises on a promising new relationship. Trick is a 1999 American independent gay-themed romantic comedy directed by Jim Fall. Trick appeared at the Sundance and Berlin film festivals in 1999. Filming was completed in less than three weeks in August 1998.
2722,Deep Blue Sea (1999),Action|Horror|Sci-Fi|Thriller,On a remote former submarine refueling facility called Aquatica a team of scientists are searching for a cure for Alzheimer's disease. Dr. Susan McAlester genetically engineers three Mako sharks intending to increase their brain capacity so that they can harvest the tissue as a cure for Alzheimer's. Unfortunately the increased brain capacity also makes the sharks smarter faster and more dangerous. Aquatica's financial backers are skeptical and nervous about the tests and send a corporate executive to visit the facility.
2723,Mystery Men (1999),Action|Comedy|Fantasy,When Captain Amazing (Kinnear) is kidnapped by Casanova Frankenstein (Rush) a group of superheroes combine together to create a plan. But these aren't normal superheroes. Now the group who include such heroes as Mr. Furious (Stiller) The Shoveller (Macy) and The Blue Raja (Azaria) must put all the powers together to save everyone they know and love.
2724,Runaway Bride (1999),Comedy|Romance,Ike Graham New York columnist writes his text always at the last minute. This time a drunken man in his favourite bar tells Ike about Maggie Carpenter a woman who always flees from her grooms in the last possible moment. Ike who does not have the best opinion about females anyway writes an offensive column without researching the subject thoroughly.
2725,Twin Falls Idaho (1999),Drama,Francis and Blake Falls are Siamese twins who live in a neat little room in a rundown hotel. While sharing some organs Blake is always fit and Francis is very sickly. Into their world comes a young lady who turns their world upside down. She gets involved with Blake and convinces the two to attend a Halloween party where they can pass themselves off as wearing a costume. Eventually Francis becomes really ill and they have to be separated. They then face the physical and mental strains that come from their proposed separation.
2726,"Killing, The (1956)",Crime|Film-Noir,The Killing was Stanley Kubrick’s first film with a professional cast and the first time he achieved public recognition as the unconventional director he’s now known for. The story is of ex-prisoners who plan to set up a racetrack so they can live a life without monetary worries. One of the more exceptional films of the 1950’s.
2727,Killer's Kiss (1955),Crime|Film-Noir,The film revolves around Davey Gordon (Jamie Smith) a 29 year old welterweight New York boxer in the end of his career and his relationship with a dancer and her violent employer.
2728,Spartacus (1960),Action|Drama|Romance|War,Spartacus is a 1960 American historical drama film directed by Stanley Kubrick and based on the novel of the same name by Howard Fast about the historical life of Spartacus and the Third Servile War. The film stars Kirk Douglas as the rebellious slave Spartacus who leads a violent revolt against the decadent Roman empire. The film was awarded four Oscars and stands today as one of the greatest classics of the Sword and Sandal genre.
2729,Lolita (1962),Drama|Romance,Humbert Humbert a divorced British professor of French literature travels to small-town America for a teaching position. He allows himself to be swept into a relationship with Charlotte Haze his widowed and sexually famished landlady whom he marries in order that he might gain access to her fourteen-year-old daughter—Lolita—with whom he has fallen hopelessly in love but whose affections shall be appropriated by a devious trickster named Clare Quilty.
2730,Barry Lyndon (1975),Drama|Romance|War,In the Eighteenth Century in a small village in Ireland Redmond Barry is a young farm boy in love with his cousin Nora Brady. When Nora engages to the British Captain John Quin Barry challenges him for a duel of pistols. He wins and escapes to Dublin but is robbed on the road. Without any other alternative Barry joins the British Army to fight in the Seven Years War.
2731,"400 Blows, The (Les quatre cents coups) (1959)",Crime|Drama,Intensely touching story of a misunderstood young adolescent who delves into a life of petty crime.
2732,Jules and Jim (Jules et Jim) (1961),Drama|Romance,In Paris before WWI two friends Jules (Austrian) and Jim (French) fall in love with the same woman Catherine. But Catherine loves and marries Jules. After the war when they meet again in Germany Catherine starts to love Jim... This is the story of three people in love a love which does not affect their friendship and about how their relationship evolves with the years.
2733,Vibes (1988),Adventure|Comedy|Romance,Medium Sylvia Pickel and psychometrist Nick Deezy meet at a psychic research facility in New York. Not long after they're contacted by Harry Buscafusco who offers them $50000 to find his lost son in South America in the heart of Incan territory where they discover an ancient mystical secret and each other.
2734,"Mosquito Coast, The (1986)",Adventure|Drama|Thriller,Allie Fox an American inventor exhausted by the perceived danger and degradation of modern society decides to escape with his wife and children to Belize. In the jungle he tries with mad determination to create a utopian community with disastrous results.
2735,"Golden Child, The (1986)",Action|Adventure|Comedy|Fantasy|Mystery,A detective specializing in missing children is on a madcap mission to save a youth with mystical powers who's been abducted by an evil cult. He battles a band of super-nasties scrambles through a booby-trapped chamber of horrors and traverses Tibet to obtain a sacred dagger.
2736,Brighton Beach Memoirs (1986),Comedy,Eugene a young teenage Jewish boy recalls his memoirs of his time as an adolescent youth. He lives with his parents his aunt two cousins and his brother Stanley whom he looks up to and admires. He goes through the hardships of puberty sexual fantasy and living the life of a poor boy in a crowded house.
2738,Crimes of the Heart (1986),Comedy|Drama,Three sisters with quite different personalities and lives reunite when the youngest of them Babe has just shot her husband. The oldest sister Lenny takes care of their grandfather and is turning into an old maid while Meg who tries to make it in Hollywood as a singer/actress has had a wild life filled with many men. Their reunion causes much joy but also many tensions.
2739,"Color Purple, The (1985)",Drama,In the southern United States in the 1930s a male-dominated African American woman fights her way through a troubled life.
2741,No Mercy (1986),Action|Crime|Thriller
2745,"Mission, The (1986)",Drama,Jeremy Irons plays a Spanish Jesuit who goes into the South American wilderness to build a mission in the hope of converting the Indians of the region. Robert DeNiro plays a slave hunter who is converted and joins Irons in his mission. When Spain sells the colony to Portugal they are forced to defend all they have built against the Portugese aggressors.
2746,Little Shop of Horrors (1986),Comedy|Horror|Musical,Seymour Krelborn is a nerdy orphan working at Mushnik's a flower shop in urban Skid Row. He harbors a crush on fellow co-worker Audrey Fulquard and is berated by Mr. Mushnik daily. One day as Seymour is seeking a new mysterious plant he finds a very mysterious unidentified plant which he calls Audrey II. The plant seems to have a craving for blood and soon begins to sing for his supper.
2747,"Little Shop of Horrors, The (1960)",Comedy|Horror,Black comedy about a young man who creates a carnivorous plant and must kill in order to feed it.
2748,Allan Quatermain and the Lost City of Gold (1987),Action|Adventure|Comedy,After his brother Robeson disappears without a trace while exploring Africa in search of a legendary 'white tribe' Allan Quatermain decides to follow in his footsteps to learn what became of him. Soon after arriving he discovers the Lost City of Gold controlled by the evil lord Agon and mined by his legions of white slaves.
2749,"Morning After, The (1986)",Drama|Mystery,Failed actress Alex Sternbergen wakes up hungover one morning in an apartment she does not recognize unable to remember the previous evening -- and with a dead body in bed next to her. As she tries to piece together the events of the night Alex cannot totally rely on friends or her estranged husband Joaquin for assistance. Only a single ally loner ex-policeman Turner Kendall can help her escape her predicament and find the true killer.
2750,Radio Days (1987),Comedy|Drama,The Narrator (Woody Allen) tells us how the radio influenced his childhood in the days before TV. In the New York City of the late 1930s to the New Year's Eve 1944 this coming-of-age tale mixes the narrator's experiences with contemporary anecdotes and urban legends of the radio stars.
2751,From the Hip (1987),Comedy|Drama,Apprentice lawyer Robin Weathers turns a civil suit into a headline grabbing charade. He must reexamine his scruples after his shenanigans win him a promotion in his firm and he must now defend a college professor who is appearantly guilty of murder.
2752,Outrageous Fortune (1987),Comedy|Mystery,Refined actress Lauren Ames finally has a chance to study with the great theatre professor Stanislav Korzenowski. Sandy Brozinsky a brash loud actress decides through happenstance to also study with Korzenowski. The two women end up dating the same man (who turns out to be a double agent) and follow him across the country to force him to choose between them.
2753,"Bedroom Window, The (1987)",Thriller,Terry Lambert is sleeping with Sylvia the wife of his boss. One night while in Terry's apartment Sylvia witnesses a man assault a young woman Denise on the road below. Not wanting to reveal her affair with Terry she keeps quiet. Terry instead steps forward trying to help nab the criminal. However he never saw the suspect and when his lies are uncovered the police begin to suspect his motives.
2754,Deadtime Stories (1987),Horror,A babysitting uncle tells his charges three horror stories--about a killer witch Little Red Riding Hood and a werewolf and a story about "Goldi Lox" and the three bears.
2755,Light of Day (1987),Drama,A young American (Cavill) uncovers a conspiracy during his attempt to save his family who were kidnapped while on vacation in Spain.
2757,Frances (1982),Drama,The true story of Frances Farmer's meteoric rise to fame in Hollywood and the tragic turn her life took when she was blacklisted.
2758,Plenty (1985),Drama,David Hare's account of a one-time French freedom fighter who gradually realizes that her post-war life is not meeting her expectations.
2759,Dick (1999),Comedy,Comedy about two high school girls who wander off during a class trip to the White House and meet President Richard Nixon. They become the official dog walkers for Nixon's dog Checkers and become his secret advisors during the Watergate scandal.
2761,"Iron Giant, The (1999)",Adventure|Animation|Children|Drama|Sci-Fi,A giant metal machine falls to Earth and frightens the residents of a small town in Maine in 1958 until it befriends a nine-year-old boy named Hogarth and ultimately finds its humanity by unselfishly saving people from their own fears and prejudices.
2762,"Sixth Sense, The (1999)",Drama|Horror|Mystery,A psychological thriller about an eight year old boy named Cole Sear who believes he can see into the world of the dead. A child psychologist named Malcolm Crowe comes to Cole to help him deal with his problem learning that he really can see ghosts of dead people.
2763,"Thomas Crown Affair, The (1999)",Action|Mystery,A very rich and successful playboy amuses himself by stealing artwork but may have met his match in a seductive detective.
2764,"Thomas Crown Affair, The (1968)",Crime|Drama|Romance|Thriller,A very rich and successful playboy amuses himself by stealing artwork but may have met his match in a seductive detective.
2766,"Adventures of Sebastian Cole, The (1998)",Comedy|Drama,In June 1983 in Dutchess County New York Sebastian Cole joins his mother step-father and sister for dinner. Hank Sebastian's step-father drops a bomb: he announces he's changing sexes. Sebastian's sister splits immediately for California and his mother takes him back to England. Jump ahead eight months Sebastian is back in New York knocking on Hank's door. Hank (now Henrietta although all the surgeries aren't complete) takes Sebastian in and is his rock over the next few months of high school. Sebastian's "adventures" are mostly self-destructive.
2767,Illuminata (1998),Comedy,It's the start of the 20th century and Tuccio resident playwright of a theatre repertory company offers the owners of the company his new play "Illuminata". They reject it saying it's not finished and intrigue starts that involves influential critic Bevalaqua theatre star Celimene young lead actors and other theatre residents
2769,"Yards, The (2000)",Crime|Drama,In the rail yards of Queens contractors repair and rebuild the city's subway cars. These contracts are lucrative so graft and corruption are rife. When Leo Handler gets out of prison he finds his aunt married to Frank Olchin one of the big contractors; he's battling with a minority-owned firm for contracts.
2770,Bowfinger (1999),Comedy,On the verge of bankruptcy and desperate for his big break aspiring filmmaker Bobby Bowfinger concocts a crazy plan to make his ultimate dream movie. Rallying a ragtag team that includes a starry-eyed ingenue a has-been diva and a film studio gofer he sets out to shoot a blockbuster featuring the biggest star in Hollywood Kit Ramsey -- only without letting Ramsey know he's in the picture.
2771,Brokedown Palace (1999),Drama,Best friends Alice and Darlene take a trip to Thailand after graduating high school. In Thailand they meet a captivating Australian man who calls himself Nick Parks. Darlene is particularly smitten with Nick and convinces Alice to take Nick up on his offer to treat the two of them to what amounts to a day trip to Hong Kong. In the airport the girls are seized by the police and shocked to discover that one of their bags contains heroin.
2772,Detroit Rock City (1999),Comedy,In 1978 a Kiss concert was an epoch-making event. For the three teen fans in Detroit Rock City getting tickets to the sold-out show becomes the focal point of their existence. They'll do anything for tickets -- compete in a strip club's amateur-night contest take on religious protesters even rob a convenience store!
2774,Better Than Chocolate (1999),Comedy|Romance,Not long after moving into her own place Maggie finds herself with two unsolicited roommates: her recently divorced mother Lila and her young brother. The timing is especially bad considering Maggie has fallen hard for an attractive woman Kim only hours before they move in. What could be a nonissue becomes increasingly complicated -- since Maggie's family is unaware of her sexual orientation and Maggie is not open to sharing that information.
2775,Head On (1998),Drama,Nineteen-year-old Ari confronts both his sexuality and his Greek family. Ari despises his once-beloved parents former radical activists for having entombed themselves in insular tradition. Ari is obsessed with gay sex although he does make an unenthusiastic attempt to satisfy the sister of one of his best friends. While all of this is going on he's facing problems with his traditional Greek parents who have no clue about his sexual activities.
2776,"Marcello Mastroianni: I Remember Yes, I Remember (Marcello Mastroianni: mi ricordo, sì, io mi ricordo) (1997)",Documentary
2779,Heaven Can Wait (1978),Comedy,Joe Pendleton is a quarterback preparing to lead his team to the superbowl when he is almost killed in an accident. An overanxious angel plucks him to heaven only to discover that he wasn't ready to die and that his body has been cremated. A new body must be found and that of a recently murdered millionaire is chosen. His wife and accountant the murderers are confused by this development as he buys the L.A. Rams in order to once again quarterback them into the Superbowl.
2780,"Raven, The (1963)",Comedy|Horror,A fictionalized account of the last days of Edgar Allan Poe's life in which the poet is in pursuit of a serial killer whose murders mirror those in the writer's stories.
2781,"Tingler, The (1959)",Horror,After much hard work a pathologist discovers and captures a creature that lives in every vertebrate and grows when fear grips its host. "Scream for your lives!"
2782,Pit and the Pendulum (1961),Horror,Set during the height of Spanish Inquisition. The beautiful and kind-hearted Maria is arrested as a witch when she inadvertently cries out in horror at the public whipping of a child. As Maria’s husband Antonio tries to save her Torquemada the Grand Inquisitor determines to punish Maria with torture for the desire she inflames in him. Loosely based on Edgar Allen Poe's classic short story.
2783,"Tomb of Ligeia, The (1965)",Horror,Story about a man haunted by the spirit of his dead wife and her effect on his second marriage.
2784,"Masque of the Red Death, The (1964)",Horror,An animated adaptation of Poe's famous short story.
2786,Haunted Honeymoon (1986),Comedy,When Lord Peter Wimsey marries Harriet Vane a crime author they both promise to give up crime for good. As a wedding present Peter purchases the old house where Harriet grew up but when they try to move in the previous owner is nowhere to be found until they start to clean the house and find his body in the cellar...
2787,Cat's Eye (1985),Horror,Three short stories by shock-meister Stephen King are linked by a stray cat that roams from one tale to the next in this creepy triptych that begins as Dick (James Woods) tries to quit smoking by any means necessary. Next we meet Johnny an adulterous man who's forced by his lover's husband onto a building's hazardous ledge. Finally Amanda is threatened by an evil gnome who throws suspicion on the family cat.
2788,Monty Python's And Now for Something Completely Different (1971),Comedy,And Now for Something Completely Different is a film spin-off from the television comedy series Monty Python's Flying Circus featuring favourite sketches from the first two seasons.
2789,Damien: Omen II (1978),Horror,Since the sudden and highly suspicious death of his parents 12-year-old Damien has been in the charge of his wealthy aunt and uncle (Lee Grant and William Holden). Widely feared to be the Antichrist Damien relentlessly plots to seize control of his uncle's business empire - and the world. Meanwhile anyone attempting to unravel the secrets of Damien's sinister past or fiendish future meets with a swift and cruel demise.
2790,"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)",Horror|Thriller,Damien Thorn (Sam Neill) has helped rescue the world from a recession appearing to be a benign corporate benefactor. When he then becomes U.S. Ambassador to England Damien fulfills a terrifying biblical prophecy. He also faces his own potential demise as an astronomical event brings about the second coming of Christ.
2791,Airplane! (1980),Comedy,Still craving for the love of his life ex-Air Force pilot Ted Striker follows Elaine onto the flight that she is working on as cabin crew. Elaine doesn't want to be with Ted anymore but when the crew and passengers fall ill from food poisoning Ted might be the only one who can save them.
2792,Airplane II: The Sequel (1982),Comedy,The hero of an unlikely airplane disaster must overcome his own inadequacies improbable accidents and his former girlfriend in order to save a space shuttle from destruction in this spoof sequel of the disaster parody Airplane!
2793,"American Werewolf in Paris, An (1997)",Comedy|Horror|Romance|Thriller,An American man unwittingly gets involved with werewolves who have developed a serum allowing them to transform at will.
2794,European Vacation (aka National Lampoon's European Vacation) (1985),Adventure|Comedy|Romance,The Griswalds win a vacation to Europe on a game show and thus pack their bags for the continent. They do their best to catch the flavor of Europe but they just don't know how to be be good tourists. Besides they have trouble taking holidays in countries where they CAN speak the language.
2795,National Lampoon's Vacation (1983),Comedy,It's Christmas time and the Griswolds are preparing for a family seasonal celebration but things never run smoothly for Clark his wife Ellen and their two kids. Clark's continual bad luck is worsened by his obnoxious family guests but he manages to keep going knowing that his Christmas bonus is due soon.
2796,Funny Farm (1988),Comedy,Chevy Chase stars as Andy Farmer a sportswriter who moves with his schoolteacher wife Elizabeth (Madolyn Smith) to the country in order to write a novel in relative seclusion. Of course seclusion is the last thing the Farmers find in the small eccentric town where disaster awaits them at every turn.
2797,Big (1988),Comedy|Drama|Fantasy|Romance,A young boy Josh Baskin makes a wish at a carnival machine to be big. He wakes up the following morning to find that it has been granted and his body has grown older overnight. But he is still the same 13-year-old boy inside. Now he must learn how to cope with the unfamiliar world of grown-ups including getting a job and having his first romantic encounter with a woman. What will he find out about this strange world?
2798,Problem Child (1990),Children|Comedy,Ben Healy (John Ritter) and his social climbing wife Flo adopt Junior a fun-loving seven year old. But they soon discover he's a little monster as he turns a camping trip a birthday party and even a baseball game into comic nightmares. But is he really just a little angel trying to get out? Find out in this hilarious satire on modern-day family life.
2799,Problem Child 2 (1991),Comedy,Junior and his father Ben move from Cold River to Mortville. Junior becomes threatened by Ben's desire to date again and find a new mother for Junior and sabotages each of his dates.
2800,Little Nemo: Adventures in Slumberland (1992),Adventure|Animation|Children|Drama|Fantasy,A little boy whose dreams transcend reality is sucked into his own fantasy which is everything he has dreamed of until he unleashes an old secret that may not only destroy this perfect dream world but reality itself.
2801,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),Drama|Romance,After a childhood of abuse by his evangelistic father misfit Oscar Hopkins becomes an Anglican minister and develops a divine obsession with gambling. Lucinda Leplastrier is a rich Australian heiress shopping in London for materials for her newly acquired glass factory back home. Deciding to travel to Australia as a missionary Oscar meets Lucinda aboard ship and a mutual obsession blossoms. They make a wager that will alter each of their destinies.
2802,Tequila Sunrise (1988),Action|Drama|Romance|Thriller,In a seaside California town best friends Mac and Nick are on opposite sides of the law. Mac is a former drug dealer trying to clean up his act while Nick is a high-profile detective trying to take down a Mexican drug lord named Carlos. Soon Nick's loyalties are put to the test when he begins an affair with restaurateur Jo Ann  -- a love interest of Mac's -- unwittingly leading his friend into a police-orchestrated trap.
2803,"Pelican Brief, The (1993)",Crime|Drama|Mystery|Romance|Thriller,Two Supreme Court Justices have been killed. Now a college professor who clerked for one of the two men who's also having an affair with one of his students is given a brief by her that states who probably wanted to see these two men dead. He then gives it to one of his friends who works for the FBI...
2804,"Christmas Story, A (1983)",Children|Comedy,The comic mishaps and adventures of a young boy named Ralph trying to convince his parents teachers and Santa that a Red Ryder B.B. gun really is the perfect Christmas gift for the 1940s.
2805,Mickey Blue Eyes (1999),Comedy|Romance,An English auctioneer proposes to the daughter of a mafia kingpin only to realize that certain "favors" would be asked of him.
2806,Teaching Mrs. Tingle (1999),Comedy|Thriller,Leanne is salutatorian when she needs to be valedictorian to get her scholarship to Harvard. The only class she is worse than the leader in is history taught by Mrs. Tingle and the teacher hates her. When an attempt to get ahead in Mrs. Tingle's class goes awry mayhem ensues and friendships loyalties and trust are tested by the teacher's intricate mind-games.
2807,Universal Soldier: The Return (1999),Action|Sci-Fi,Luc Deveraux the heroic former Universal Soldier is about to be thrown into action once again. When Seth (Michael Jai White) the supercomputer controlled ultra-warrior decides to take revenge and destroy its creators only Luc can stop it. All hell breaks loose as Luc battles Seth and a deadly team of perfect soldiers in a struggle that pits man against machine and good against evil.
2808,Universal Soldier (1992),Action|Sci-Fi,An American soldier who had been killed during the Vietnam War is revived 25 years later by the military as a semi-android UniSols a high-tech soldier of the future. After the failure of the initiative to erase all the soldier's memories he begins to experience flashbacks that are forcing him to recall his past.
2809,Love Stinks (1999),Comedy,A movie about a relationship...that's worse than yours. Seth (Stewart) a sitcom writer-producer meets Chelsea (Wilson) an interior decorator at his best friend's (Bellamy) wedding. He's immediately sexually attracted to her while she's instantly attracted to his single-ness. They both ditch their wedding dates and start their own date that same night. The two become a couple appearing very happy until after a couple of years of postponing a marriage proposal. When Chelsea realizes that Seth wants to remain single and together she becomes quite bitter. In the next hour of the movie the two engage in behavior that makes the War of the Roses look like child's play.
2810,Perfect Blue (1997),Animation|Horror|Mystery|Thriller,Mima Kirigoe is a singer who leaves her trio to become an actress a career move that angers her fans who prefer to see her as the pop idol. Plagued by self-doubt and tormented by humiliating compromises she begins to be stalked in her waking and sleeping moments by an alter ego who claims to be "the real Mima" until she collapses into madness as her coworkers are brutally slain around her.
2812,In Too Deep (1999),Action|Thriller,A fearless cop is taking on a ruthless crimelord. He knew the risks. He just didn't know how far he would have to go.
2815,Iron Eagle (1986),Action|War,When Doug's father an Air Force Pilot is shot down by MiGs belonging to a radical Middle Eastern state no one seems able to get him out. Doug finds Chappy an Air Force Colonel who is intrigued by the idea of sending in two fighters piloted by himself and Doug to rescue Doug's father after bombing the MiG base.
2816,Iron Eagle II (1988),Action|War,Chappy Sinclair is called to gather together a mixed Soviet/U.S. strike force that will perform a surgical strike on a massively defended nuclear missile site in the Middle East. Chappy finds that getting the Soviet and U.S. Pilots to cooperate is only the most minor of his problems as he discovers someone in the Pentagon is actively sabotaging his mission.
2817,Aces: Iron Eagle III (1992),Action,Chappy discovers a drug-smuggling scheme at his own air base. It turns out that the lives of some village people in Peru are at stake and he decides to fly there with ancient airplanes and friends to free them.
2819,Three Days of the Condor (3 Days of the Condor) (1975),Drama|Mystery|Romance|Thriller,A bookish CIA researcher finds all his co-workers dead and must outwit those responsible until he figures out who he can really trust.
2820,Hamlet (1964),Drama,Modern day adaptation of Shakespeare's immortal story about Hamlet's plight to avenge his father's murder in New York City.
2822,Medicine Man (1992),Adventure|Romance,An eccentric scientist working for a large drug company is working on a research project in the Amazon jungle. He sends for a research assistant and a gas chromatograph because he's close to a cure for cancer. When the assistant turns out to be a "mere woman" he rejects her help. Meanwhile the bulldozers get closer to the area in which they are conducting research and they eventually learn to work together and begin falling in love.
2824,On the Ropes (1999),Documentary|Drama,When a documentary maker covers a story on a 'proper fighting gym' little does he know how events will unfold as his attention is drawn to a rival gym with a unique fighting style owned by a self-professed karate expert.
2826,"13th Warrior, The (1999)",Action|Adventure|Fantasy,In AD 922 Arab courtier Ahmad Ibn Fadlan accompanies a party of Vikings to the barbaric North to combat a terror that slaughters Vikings and devours their flesh.
2827,"Astronaut's Wife, The (1999)",Horror|Sci-Fi|Thriller,When astronaut Spencer Armacost returns to Earth after a mission that nearly cost him his life he decides to take a desk job in order to see his beautiful wife Jillian more often. Gradually Jillian notices that Spencer's personality seems to have changed but her concerns fade when she discovers that she's pregnant. As Jillian grows closer to becoming a mother her suspicions about Spencer return. Why does it seem as if he's a different person?
2828,Dudley Do-Right (1999),Children|Comedy,Based on the 60's-era cartoon of the same name. Royal Canadian Mountie Dudley Do-right is busy keeping the peace in his small mountain town when his old rival Snidely Whiplash comes up with a plot to buy all the property in town then start a phony gold rush by seeding the river with gold nuggets. Can this well-meaning (though completely incompetent) Mountie stop Whiplash's evil plan?
2829,"Muse, The (1999)",Comedy,An introverted young poet struggles with a writer's block and meets a mysterious girl who reminds him of Monica Vitti.
2832,"Lost Son, The (1999)",Drama,Xavier Lombard is a world-weary private eye in London in exile from his native Paris; his best friend is Nathalie a high-class call girl. He gets a call from an old friend from the Paris police department now a businessman whose brother-in-law is missing. The missing man's parents hire Xavier over their daughter's objections and quickly he finds himself in the realm of children's sexual slavery.
2835,Chill Factor (1999),Action|Adventure|Comedy|Thriller,A store clerk and an ice cream truck driver are thrown together when a dying scientist entrusts them with a deadly chemical kept in ice. This chemical will kill every living thing once it melts. They have to take the chemical codenamed 'Elvis' to the next nearest military base while being chased by terrorists who want it to hold the country for ransom.
2836,Outside Providence (1999),Comedy,In this coming-of-age comedy Tim Dunphy is leading a go-nowhere existence spending his days smoking pot and hanging out with his best friend Drugs Delaney. But Tim's lazy days of getting high are jettisoned after a brush with the law convinces his blue-collar dad to send him to a Connecticut prep school. The one saving grace of the new school is Jane a fellow student Tim falls for immediately.
2837,Bedrooms & Hallways (1998),Comedy|Romance,At the suggestion of a friend gay Leo (Kevin McKidd) enters therapy after many failed relationships make him fear for his social life. In a group session (led by Simon Callow) Leo comes clean about his feelings for a straight member of the group (James Purefoy) which leads to an affair between the two. The situation becomes further complicated by the appearance of Leo's high school sweetheart (Jennifer Ehle) who still has feelings for him.
2839,West Beirut (West Beyrouth) (1998),Drama,In April 1975 civil war breaks out; Beirut is partitioned along a Moslem-Christian line. Tarek is in high school making Super 8 movies with his friend Omar. At first the war is a lark: school has closed the violence is fascinating getting from West to East is a game. His mother wants to leave; his father refuses. Tarek spends time with May a Christian orphaned and living in his building. By accident Tarek goes to an infamous brothel in the war-torn Olive Quarter meeting its legendary madam Oum Walid. He then takes Omar and May there using her underwear as a white flag for safe passage. Family tensions rise. As he comes of age the war moves inexorably from adventure to tragedy.
2840,Stigmata (1999),Drama|Thriller,A young woman with no strong religious beliefs Frankie Paige begins having strange and violent experiences showing signs of the wounds that Jesus received when crucified. When the Vatican gets word of Frankie's situation a high-ranking cardinal requests that the Rev. Andrew Kiernan investigate her case. Soon Kiernan realizes that very sinister forces are at work and tries to rescue Frankie from the entity that is plaguing her.
2841,Stir of Echoes (1999),Horror|Mystery|Thriller,After being hypnotized by his sister in law Tom Witzky begins seeing haunting visions of a girl's ghost and a mystery begins to unfold around her.
2843,"Black Cat, White Cat (Crna macka, beli macor) (1998)",Comedy|Romance,Matko is a small time hustler living by the Danube with his 17 year old son Zare. After a failed business deal he owes money to the much more successful gangster Dadan. Dadan has a sister Afrodita that he desperately wants to see get married so they strike a deal: Zare is to marry her.
2844,"Minus Man, The (1999)",Drama|Mystery,The Minus Man is a 1999 film based on the novel by Lew McCreary. It was directed by Hampton Fancher who also wrote the screenplay. The film centers on a psychotic killer whom Fancher describes as "a cross between Psycho's Norman Bates Melville's Billy Budd and Being There's Chauncey Gardner"
2845,Whiteboyz (1999),Comedy|Drama,In a virtually all-white Iowa town Flip daydreams of being a hip-hop star hanging with Snoop Doggy Dogg and Dr. Dre. He practices in front of a mirror and with his two pals James and Trevor. He talks Black slang he dresses Black. He's also a wannabe pusher selling flour as cocaine. And while he talks about "keeping it real" he hardly notices real life around him: his father's been laid off his mother uses Food Stamps his girlfriend is pregnant James may be psychotic one of his friends (one of the town's few Black kids) is preparing for college and on a trip to Chicago to try to buy drugs the cops shoot real bullets. What will it take for Flip to get real?
