movieId,title,genres
1202,Withnail & I (1987),Comedy,London 1969 - two 'resting' (unemployed and unemployable) actors Withnail and Marwood fed up with damp cold piles of washing-up mad drug dealers and psychotic Irishmen decide to ...
1203,12 Angry Men (1957),Drama,A jury holdout attempts to prevent a miscarriage of justice by forcing his colleagues to reconsider the evidence.
1204,Lawrence of Arabia (1962),Adventure|Drama|War,The story of T.E. Lawrence the English officer who successfully united and lead the diverse often warring Arab tribes during World War I in order to fight the Turks.
1206,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller,In future Britain Alex DeLarge a charismatic and psycopath delinquent who likes to practice crimes and ultra-violence with his gang is jailed and volunteers for an experimental aversion therapy developed by the government in an effort to solve society's crime problem - but not all goes according to plan.
1207,To Kill a Mockingbird (1962),Drama,Atticus Finch a lawyer in the Depression-era South defends a black man against an undeserved rape charge and his children against prejudice.
1208,Apocalypse Now (1979),Action|Drama|War,During the Vietnam War Captain Willard is sent on a dangerous mission into Cambodia to assassinate a renegade colonel who has set himself up as a god among a local tribe.
1209,Once Upon a Time in the West (C'era una volta il West) (1968),Action|Drama|Western,A mysterious stranger with a harmonica joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin working for the railroad.
1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi,In this game you assume the role of Luke Skywalker and fight past many enemies to to reach and destroy the Death Star.
1211,"Wings of Desire (Himmel über Berlin, Der) (1987)",Drama|Fantasy|Romance,An angel tires of overseeing human activity and wishes to become human when he falls in love with a mortal.
1212,"Third Man, The (1949)",Film-Noir|Mystery|Thriller,Third Man is a story about boxing and five black brothers surviving the deep south in the 1950's. After being abandoned by their parents the Paul boys; Sam Peter Jimmy Robert and John -...
1213,Goodfellas (1990),Crime|Drama,Henry Hill and his friends work their way up through the mob hierarchy.
1214,Alien (1979),Horror|Sci-Fi,After a space merchant vessel perceives an unknown transmission as distress call their landing on the source moon finds one of the crew attacked by a mysterious lifeform. Continuing their journey back to Earth with the attacked crew having recovered and the critter deceased they soon realize that its life cycle has merely begun.
1215,Army of Darkness (1993),Action|Adventure|Comedy|Fantasy|Horror,A man is accidentally transported to 1300 A.D. where he must battle an army of the dead and retrieve the Necronomicon so he can return home.
1216,"Big Blue, The (Grand bleu, Le) (1988)",Adventure|Drama|Romance,Imaginary friends can do more than make us laugh and serve invisible tea. Ashley discovers her parents plan to move and in an attempt to escape their demands she sets out to get her imaginary friend a job.
1217,Ran (1985),Drama|War,In Medieval Japan an elderly warlord retires handing over his empire to his three sons. However he vastly underestimates how the new-found power will corrupt them and cause them to turn on each other...and him.
1218,"Killer, The (Die xue shuang xiong) (1989)",Action|Crime|Drama|Thriller,When his mentor is taken captive by a disgraced Arab sheik a killer-for-hire is forced into action. His mission: kill three members of Britain's elite Special Air Service responsible for the death of his sons.
1219,Psycho (1960),Crime|Horror,A Phoenix secretary embezzles $40000 from her employer's client goes on the run and checks into a remote motel run by a young man under the domination of his mother.
1220,"Blues Brothers, The (1980)",Action|Comedy|Musical,Jake Blues just out from prison puts together his old band to save the Catholic home where he and brother Elwood were raised.
1221,"Godfather: Part II, The (1974)",Crime|Drama,Two youngsters from rival clans fall in love.
1222,Full Metal Jacket (1987),Drama|War,A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.
1223,"Grand Day Out with Wallace and Gromit, A (1989)",Adventure|Animation|Children|Comedy|Sci-Fi
1224,Henry V (1989),Action|Drama|Romance|War,In the midst of the Hundred Years' War in 1415 the young King Henry V of England embarks on the conquest of France.
1225,Amadeus (1984),Drama,The incredible story of Wolfgang Amadeus Mozart told by his peer and secret rival Antonio Salieri - now confined to an insane asylum.
1226,"Quiet Man, The (1952)",Drama|Romance,A retired American boxer returns to the village of his birth in Ireland where he finds love.
1227,Once Upon a Time in America (1984),Crime|Drama,A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later where he once again must confront the ghosts and regrets of his old life.
1228,Raging Bull (1980),Drama,An emotionally self-destructive boxer's journey through life as the violence and temper that leads him to the top in the ring destroys his life outside it.
1230,Annie Hall (1977),Comedy|Romance,Neurotic New York comedian Alvy Singer falls in love with the ditzy Annie Hall.
1231,"Right Stuff, The (1983)",Drama,The story of the original Mercury 7 astronauts and their macho seat-of-the-pants approach to the space program.
1232,Stalker (1979),Drama|Mystery|Sci-Fi,A guide leads two men through an area known as the Zone to find a room that grants wishes.
1233,"Boot, Das (Boat, The) (1981)",Action|Drama|War,Best friends Dana and Julia drink alcopops in Julia's mum's car while the boys hang out on a park bench smoking weed. It's time to leave for the party and Julia discovers she has more than...
1234,"Sting, The (1973)",Comedy|Crime,13-year-old Alexander is the smallest kid in his eighth grade class. A tough girl cell-films him in the shower and shares the video with the class earning him the nickname "Mini". ...
1235,Harold and Maude (1971),Comedy|Drama|Romance,Young rich and obsessed with death Harold finds himself changed forever when he meets lively septuagenarian Maude at a funeral.
1236,Trust (1990),Comedy|Drama|Romance,A teenage girl is targeted by an online sexual predator.
1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama,A man seeks answers about life death and the existence of God as he plays chess against the Grim Reaper during the Black Plague.
1238,Local Hero (1983),Comedy,An American oil company sends a man to Scotland to buy up an entire village where they want to build a refinery. But things don't go as expected.
1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller,N/A
1241,Dead Alive (Braindead) (1992),Comedy|Fantasy|Horror,A young man's mother is bitten by a Sumatran rat-monkey. She gets sick and dies at which time she comes back to life killing and eating dogs nurses friends and neighbors.
1242,Glory (1989),Drama|War,Robert Gould Shaw leads the US Civil War's first all-black volunteer company fighting prejudices of both his own Union army and the Confederates.
1243,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama
1244,Manhattan (1979),Comedy|Drama|Romance,The life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.
1245,Miller's Crossing (1990),Crime|Drama|Film-Noir|Thriller,Tom Regan an advisor to a Prohibition-era crime boss tries to keep the peace between warring mobs but gets caught in divided loyalties.
1246,Dead Poets Society (1989),Drama,English teacher John Keating inspires his students to look at poetry with a different perspective of authentic knowledge and feelings.
1247,"Graduate, The (1967)",Comedy|Drama|Romance,A disillusioned college graduate finds himself torn between his older lover and her daughter.
1248,Touch of Evil (1958),Crime|Film-Noir|Thriller,A stark perverse story of murder kidnapping and police corruption in a Mexican border town.
1249,"Femme Nikita, La (Nikita) (1990)",Action|Crime|Romance|Thriller,Convicted felon Nikita instead of going to jail is given a new identity and trained stylishly as a top secret spy/assassin.
1250,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War,After settling his differences with a Japanese PoW camp commander a British colonel co-operates to oversee his men's construction of a railway bridge for their captors - while oblivious to a plan by the Allies to destroy it.
1251,8 1/2 (8½) (1963),Drama|Fantasy,"8 1/2 X 11" is a wry comedy that follows a nameless Everyman lost in the morass of the job interview circuit. You'll laugh you'll cry you'll scream in terror!!!
1252,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller,A private detective hired to expose an adulterer finds himself caught up in a web of deceit corruption and murder.
1253,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi|Thriller,A remake of the 1951 classic sci-fi film about an alien visitor and his giant robot counterpart who visit Earth.
1254,"Treasure of the Sierra Madre, The (1948)",Action|Adventure|Drama|Western,Fred Dobbs and Bob Curtin two Americans searching for work in Mexico convince an old prospector to help them mine for gold in the Sierra Madre Mountains.
1255,Bad Taste (1987),Comedy|Horror|Sci-Fi,The population of a small town disappears and is replaced by aliens that chase human flesh for their intergalactic fast-food chain.
1256,Duck Soup (1933),Comedy|Musical|War,Rufus T. Firefly is named president/dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of wealthy Mrs. Teasdale.
1257,Better Off Dead... (1985),Comedy|Romance,A teenager has to deal with his girlfriend dumping him among family crises homicidal paper boys and a rival skier.
1258,"Shining, The (1980)",Horror,A family heads to an isolated hotel for the winter where an evil and spiritual presence influences the father into violence while his psychic son sees horrific forebodings from the past and of the future.
1259,Stand by Me (1986),Adventure|Drama,After the death of a friend a writer recounts a boyhood journey to find the body of a missing boy.
1260,M (1931),Crime|Film-Noir|Thriller,When the police in a German city are unable to catch a child-murderer other criminals join in the manhunt.
1261,Evil Dead II (Dead by Dawn) (1987),Action|Comedy|Fantasy|Horror,The lone survivor of an onslaught of flesh-possessing spirits holes up in a cabin with a group of strangers while the demons continue their attack.
1262,"Great Escape, The (1963)",Action|Adventure|Drama|War,A woman leaves her husband to be with a woman she met decades earlier.
1263,"Deer Hunter, The (1978)",Drama|War,N/A
1264,Diva (1981),Action|Drama|Mystery|Romance|Thriller,Two tapes two Parisian mob killers one corrupt policeman an opera fan a teenage thief and the coolest philosopher ever filmed. All these characters twist their way through an intricate and stylish French language thriller.
1265,Groundhog Day (1993),Comedy|Fantasy|Romance,A weatherman finds himself living the same day over and over again.
1266,Unforgiven (1992),Drama|Western,Retired Old West gunslinger William Munny reluctantly takes on one last job with the help of his old partner and a young man.
1267,"Manchurian Candidate, The (1962)",Crime|Thriller|War,In the midst of the Gulf War soldiers are kidnapped and brainwashed for sinister purposes.
1268,Pump Up the Volume (1990),Comedy|Drama,Mark runs a pirate radio station and causes an uproar when he speaks his mind and enthralls fellow teens.
1269,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller,A drama critic learns on his wedding day that his beloved maiden aunts are homicidal maniacs and that insanity runs in his family.
1270,Back to the Future (1985),Adventure|Comedy|Sci-Fi,Marty McFly a 17-year-old high school student is accidentally sent 30 years into the past in a time-traveling DeLorean invented by his close friend the maverick scientist Doc Brown.
1271,Fried Green Tomatoes (1991),Comedy|Crime|Drama,A housewife who is unhappy with her life befriends an old lady in a nursing home and is enthralled by the tales she tells of people she used to know.
1272,Patton (1970),Drama|War,The World War II phase of the career of the controversial American general George S. Patton.
1273,Down by Law (1986),Comedy|Drama|Film-Noir,The story of three different men in a Louisiana prison and their eventual journey.
1274,Akira (1988),Action|Adventure|Animation|Sci-Fi,A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath that only two teenagers and a group of psychics can stop.
1275,Highlander (1986),Action|Adventure|Fantasy,An immortal Scottish swordsman must confront the last of his immortal opponent a murderously brutal barbarian who lusts for the fabled "Prize".
1276,Cool Hand Luke (1967),Drama,A man refuses to conform to life in a rural prison.
1277,Cyrano de Bergerac (1990),Comedy|Drama|Romance,Embarrassed by his large nose a romantic poet/soldier romances his cousin by proxy.
1278,Young Frankenstein (1974),Comedy|Fantasy,An American grandson of the infamous scientist struggling to prove that he is not as insane as people believe is invited to Transylvania where he discovers the process that reanimates a dead body.
1279,Night on Earth (1991),Comedy|Drama,An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.
1280,Raise the Red Lantern (Da hong deng long gao gao gua) (1991),Drama,A young woman becomes the fourth wife of a wealthy lord and must learn to live with the strict rules and tensions within the household.
1281,"Great Dictator, The (1940)",Comedy|Drama|War,Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.
1282,Fantasia (1940),Animation|Children|Fantasy|Musical,A collection of animated interpretations of great works of Western classical music.
1283,High Noon (1952),Drama|Western,A marshall personally compelled to face a returning deadly enemy finds that his own town refuses to help him.
1284,"Big Sleep, The (1946)",Crime|Film-Noir|Mystery,N/A
1285,Heathers (1989),Comedy,In order to get out of the snobby clique that is destroying her good-girl reputation an intelligent teen teams up with a dark sociopath in a plot to kill the cool kids.
1286,Somewhere in Time (1980),Drama|Romance,A Chicago playwright uses self-hypnosis to find the actress whose vintage portrait hangs in a grand hotel.
1287,Ben-Hur (1959),Action|Adventure|Drama,When a Jewish prince is betrayed and sent into slavery by a Roman friend he regains his freedom and comes back for revenge.
1288,This Is Spinal Tap (1984),Comedy,Spinal Tap one of England's loudest bands is chronicled by film director Marty DeBergi on what proves to be a fateful tour.
1289,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983),Documentary,A collection of expertly photographed phenomena with no conventional plot. The footage focuses on nature humanity and the relationship between them.
1290,Some Kind of Wonderful (1987),Drama|Romance,When Keith goes out with Amanda the girl of his dreams Amanda's ex-boyfriend plans to get back at Keith. Meanwhile Keith's best friend tomboy Watts realizes she has feelings for Keith.
1291,Indiana Jones and the Last Crusade (1989),Action|Adventure,When Dr. Henry Jones Sr. suddenly goes missing while pursuing the Holy Grail eminent archaeologist Indiana Jones must follow in his father's footsteps and stop the Nazis.
1292,Being There (1979),Comedy|Drama,A simple sheltered gardener becomes an unlikely trusted advisor to a powerful businessman and an insider in Washington politics.
1293,Gandhi (1982),Drama,Gandhi's character is fully explained as a man of nonviolence. Through his patience he is able to drive the British out of the subcontinent. And the stubborn nature of Jinnah and his commitment towards Pakistan is portrayed.
1295,"Unbearable Lightness of Being, The (1988)",Drama,In 1968 a Czech doctor with an active sex life meets a woman who wants monogamy and then the Soviet invasion further disrupts their lives.
1296,"Room with a View, A (1986)",Drama|Romance,N/A
1297,Real Genius (1985),Comedy,Teenage geniuses deal with their abilities while developing a laser.
1298,Pink Floyd: The Wall (1982),Drama|Musical,A confined but troubled rock star descends into madness in the midst of his physical and social isolation from everyone.
1299,"Killing Fields, The (1984)",Drama|War,A woman's body was dumped in the bayou and left to decompose for three months. A retired detective comes out of retirement to help solve the case.
1300,My Life as a Dog (Mitt liv som hund) (1985),Comedy|Drama,A boy and his brother don't get along well. In order to let their ill mother rest they're separated and sent each one with their relatives.
1301,Forbidden Planet (1956),Drama|Sci-Fi,A starship crew goes to investigate the silence of a planet's colony only to find two survivors and a deadly secret that one of them has.
1302,Field of Dreams (1989),Children|Drama|Fantasy,An Iowa corn farmer hearing voices interprets them as a command to build a baseball diamond in his fields; he does and the Chicago White Sox come.
1303,"Man Who Would Be King, The (1975)",Adventure|Drama,Two British soldiers in India decide to resign from the Army and set themselves up as deities in Kafiristan--a land where no white man has set foot since Alexander.
1304,Butch Cassidy and the Sundance Kid (1969),Action|Western,Two Western bank/train robbers flee to Bolivia when the law gets too close.
1305,"Paris, Texas (1984)",Drama|Romance,Pierre a professional dancer suffers from a serious heart disease. While he is waiting for a transplant which may (or may not) save his life he has nothing better to do than look at the ...
1306,Until the End of the World (Bis ans Ende der Welt) (1991),Adventure|Drama|Sci-Fi,In 1999 Claire's life is forever changed after she survives a car crash. She rescues Sam and starts traveling around the world with him. Writer Eugene follows them and writes their story as a way of recording dreams is being invented.
1307,When Harry Met Sally... (1989),Comedy|Romance,Harry and Sally have known each other for years and are very good friends but they fear sex would ruin the friendship.
1310,Hype! (1996),Documentary,Documentary covering the growth and subsequent overexposure of the Seattle "grunge" music scene in the early 90s
1311,Santa with Muscles (1996),Comedy,An evil millionaire believes he is Santa Claus after an accident renders him amnesiac.
1312,Female Perversions (1996),Drama,N/A
1317,I'm Not Rappaport (1996),Comedy,Old Nat Moyer is a talker a philosopher and a troublemaker with a fanciful imagination. His companion is Midge Carter who is half-blind but still the super of an apartment house. When ...
1320,Alien³ (a.k.a. Alien 3) (1992),Action|Horror|Sci-Fi|Thriller,After a space merchant vessel perceives an unknown transmission as distress call their landing on the source moon finds one of the crew attacked by a mysterious lifeform. Continuing their journey back to Earth with the attacked crew having recovered and the critter deceased they soon realize that its life cycle has merely begun.
1321,"American Werewolf in London, An (1981)",Comedy|Horror|Thriller,Two American college students on a walking tour of Britain are attacked by a werewolf that none of the locals will admit exists.
1322,Amityville 1992: It's About Time (1992),Horror
1323,Amityville 3-D (1983),Horror,A reporter moves into the ominous Long Island house to debunk it of the recent supernatural events and becomes besieged by the evil manifestations which are connected to a hell-spawn demon lurking in the basement.
1324,Amityville: Dollhouse (1996),Horror,Newlyweds are terrorized by demonic forces after moving into a large house that was the site of a grisly mass murder a year before.
1325,Amityville: A New Generation (1993),Horror,Newlyweds are terrorized by demonic forces after moving into a large house that was the site of a grisly mass murder a year before.
1326,Amityville II: The Possession (1982),Horror,A family moves into their new home which proves to be evil resulting in the demonic possession of the teenage son. Only the local priest can save him.
1327,"Amityville Horror, The (1979)",Drama|Horror|Mystery|Thriller,Newlyweds are terrorized by demonic forces after moving into a large house that was the site of a grisly mass murder a year before.
1328,"Amityville Curse, The (1990)",Horror,Five people spend the night in an abandoned house the Amityville haunted house and soon find themselves terrorized by assorted ghosts venomous insects and ghostly apparitions.
1329,Blood for Dracula (Andy Warhol's Dracula) (1974),Horror,An ailing vampire count travels to Italy with his servant to find a bride.
1330,April Fool's Day (1986),Horror,Nine college students staying at a friend's remote island mansion begin to fall victim to an unseen murderer over the April Fool's Day weekend.
1331,Audrey Rose (1977),Horror,A stranger attempts to convince a happily married couple that their daughter is actually his daughter reincarnated.
1332,"Believers, The (1987)",Horror|Thriller,Two paramedics responding to an emergency call find themselves kidnapped by a religious sect whose great obsession is to stop the end of the world by committing suicide and killing people.
1333,"Birds, The (1963)",Horror|Thriller,A wealthy San Francisco socialite pursues a potential boyfriend to a small Northern California town that slowly takes a turn for the bizarre when birds of all kinds suddenly begin to attack people.
1334,"Blob, The (1958)",Horror|Sci-Fi,About two alienated characters existing in parallel universes who through an act of G-d have their lives transformed forever.
1335,Blood Beach (1981),Horror|Mystery,Something or someone is attacking people one by one on the beach. Some of them are mutilated but most of them are sucked into the sand disappearing without a trace. What is the creature ...
1336,Body Parts (1991),Horror|Thriller,After losing his arm in a car accident a criminal psychologist has it replaced with a limb that belonged to a serial killer.
1337,"Body Snatcher, The (1945)",Drama|Horror|Thriller,N/A
1339,Dracula (Bram Stoker's Dracula) (1992),Fantasy|Horror|Romance|Thriller,The ancient vampire Count Dracula arrives in England and begins to prey upon the virtuous young Mina.
1340,"Bride of Frankenstein, The (Bride of Frankenstein) (1935)",Drama|Horror|Sci-Fi,N/A
1341,Burnt Offerings (1976),Horror,A family moves into an old haunted house that regenerates itself by feeding off of the life forces of its injured occupants.
1342,Candyman (1992),Horror|Thriller,The Candyman a murderous soul with a hook for a hand is accidentally summoned to reality by a skeptic grad student researching the monster's myth.
1343,Cape Fear (1991),Thriller,A convicted rapist released from prison after serving a fourteen-year sentence stalks the family of the lawyer who originally defended him.
1344,Cape Fear (1962),Crime|Drama|Thriller,A convicted rapist released from prison after serving a fourteen-year sentence stalks the family of the lawyer who originally defended him.
1345,Carrie (1976),Drama|Fantasy|Horror|Thriller,Carrie White a shy friendless 17 year-old girl who is sheltered by her domineering religious mother unleashes her telekinetic powers after being humiliated by her classmates at her senior prom.
1346,Cat People (1982),Drama|Fantasy|Horror,A young woman's sexual awakening brings horror when she discovers her urges transform her into a monstrous black leopard.
1347,"Nightmare on Elm Street, A (1984)",Horror|Thriller,Several people are hunted by a cruel serial killer who kills his victims in their dreams. While the survivors are trying to find the reason for being chosen the murderer won't lose any chance to kill them as soon as they fall asleep.
1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror,Vampire Count Orlok expresses interest in a new residence and real estate agent Hutter's wife.
1349,Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice) (1986),Horror,Professor Paris Catalano visits Venice to investigate the last known appearance of the famous vampire Nosferatu during the carnival of 1786.
1350,"Omen, The (1976)",Horror|Mystery|Thriller,A seemingly ordinary day ends up changing the lives of three youngsters: Beem Dan and Big who work in a magazine art department. Ending this particular day with a quarrel each storms ...
1351,Blood and Wine (Blood & Wine) (1996),Crime|Drama|Thriller,A man who has failed as a father and husband commits a heist to make money for his fledging business but things become complicated when his wife interferes.
1352,Albino Alligator (1996),Crime|Thriller,While escaping from a foiled robbery attempt three thieves find themselves surrounded by police at a New Orleans bar--only they're not the people the police are searching for.
1353,"Mirror Has Two Faces, The (1996)",Comedy|Drama|Romance,Rose and Gregory both Columbia University professors meet when Rose's sister answers Gregory's "personals" ad. Several times burned the handsome-but-boring Gregory believes that sex has ...
1354,Breaking the Waves (1996),Drama|Mystery,Oilman Jan is paralyzed in an accident. His wife who prayed for his return feels guilty; even more when Jan urges her to have sex with another.
1355,Nightwatch (1997),Horror|Thriller,A law student who takes a job as a night watchman at a morgue begins to discover clues that implicate him as the suspect of a series of murders.
1356,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller,The brash James T. Kirk tries to live up to his father's legacy with Commander Spock keeping him in check as a vengeful time-traveling Romulan creates black holes to destroy the Federation one planet at a time.
1357,Shine (1996),Drama|Romance,Pianist David Helfgott driven by his father and teachers has a breakdown. Years later he returns to the piano to popular if not critical acclaim.
1358,Sling Blade (1996),Drama,Karl Childers a simple man hospitalized since his childhood murder of his mother and her lover is released to start a new life in a small town.
1359,Jingle All the Way (1996),Children|Comedy,A father vows to get his son a Turbo Man action figure for Christmas however every store is sold out of them and he must travel all over town and compete with everybody else in order to find one.
1361,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary,A scientist in the rain forest squares off against a land developer while trying to solve some unexplained deaths of his workers. An archaeologist who's researching the jungle ruins of an extinct local tribe might know more.
1363,"Preacher's Wife, The (1996)",Drama,Good natured Reverend Henry Biggs finds that his marriage to choir mistress Julia is flagging due to his constant absence caring for the deprived neighborhood they live in. On top of all ...
1365,Ridicule (1996),Drama,To get royal backing on a needed drainage project a poor French lord must learn to play the delicate games of wit at court at Versailles.
1366,"Crucible, The (1996)",Drama,Underground Artists defy an oppressive government by expressing their beliefs. When the secret police organize a raid it backfires and the art becomes the opposition's greatest weapon.
1367,101 Dalmatians (1996),Adventure|Children|Comedy,When a litter of Dalmatian puppies are abducted by the minions of Cruella de Vil the parents must find them before she uses them for a diabolical fashion statement.
1369,I Can't Sleep (J'ai pas sommeil) (1994),Drama|Thriller,Beautiful Daiga has emigrated from Lithuania to Paris and is looking for a place to stay and work. Theo is a struggling musician and his brother Camille - a transvestite dancer. One of ...
1370,Die Hard 2 (1990),Action|Adventure|Thriller,John McClane attempts to avert disaster as rogue military operatives seize control of Dulles International Airport in Washington D.C.
1371,Star Trek: The Motion Picture (1979),Adventure|Sci-Fi,The brash James T. Kirk tries to live up to his father's legacy with Commander Spock keeping him in check as a vengeful time-traveling Romulan creates black holes to destroy the Federation one planet at a time.
1372,Star Trek VI: The Undiscovered Country (1991),Action|Mystery|Sci-Fi,On the eve of retirement Kirk and McCoy are charged with assassinating the Klingon High Chancellor and imprisoned. The Enterprise crew must help them escape to thwart a conspiracy aimed at sabotaging the last best hope for peace.
1373,Star Trek V: The Final Frontier (1989),Action|Sci-Fi,Captain Kirk and his crew must deal with Mr. Spock's long-lost half-brother who hijacks the Enterprise for an obsessive search for God at the center of the galaxy.
1374,Star Trek II: The Wrath of Khan (1982),Action|Adventure|Sci-Fi|Thriller,With the assistance of the Enterprise crew Admiral Kirk must stop an old nemesis Khan Noonien Singh from using the life-generating Genesis Device as the ultimate weapon.
1375,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi,Admiral Kirk and his bridge crew risk their careers stealing the decommissioned Enterprise to return to the restricted Genesis planet to recover Spock's body.
1376,Star Trek IV: The Voyage Home (1986),Adventure|Comedy|Sci-Fi,To save Earth from an alien probe Admiral James T. Kirk and his fugitive crew go back in time to San Francisco in 1986 to retrieve the only beings who can communicate with it: humpback whales.
1377,Batman Returns (1992),Action|Crime,When a corrupt businessman and the grotesque Penguin plot to take control of Gotham City only Batman can stop them while the Catwoman has her own agenda.
1378,Young Guns (1988),Action|Comedy|Western,A group of young gunmen led by Billy the Kid become deputies to avenge the murder of the rancher who became their benefactor. But when Billy takes their authority too far they become the hunted.
1379,Young Guns II (1990),Action|Western,In 1881 cattle baron John Chisum pays a bounty to Patrick Floyd Garrett to kill outlaw Billy the Kid.
1380,Grease (1978),Comedy|Musical|Romance,Good girl Sandy and greaser Danny fell in love over the summer. When they unexpectedly discover they're now in the same high school will they be able to rekindle their romance?
1381,Grease 2 (1982),Comedy|Musical|Romance,An English student at a 1960's American high school has to prove himself to the leader of a girls' gang whose members can only date greasers.
1382,Marked for Death (1990),Action|Drama,A retired DEA agent is out to hunt down and take out a Jamaican drug posse that has targeted he and his family for murder.
1384,"Substance of Fire, The (1996)",Drama,Publishing magnate refuses to publish a book by his son's male lover so the kids buy out their father and run it themselves!
1385,Under Siege (1992),Action|Drama|Thriller,A former S.E.A.L. now cook is the only person who can stop a gang of terrorists when they seize control of a U.S. Navy battleship.
1387,Jaws (1975),Action|Horror,When a gigantic great white shark begins to menace the small island community of Amity a police chief a marine scientist and a grizzled fisherman set out to stop it.
1388,Jaws 2 (1978),Horror|Thriller,Police chief Brody must protect the citizens of Amity after a second monstrous shark begins terrorizing the waters.
1389,Jaws 3-D (1983),Action|Horror,The sons of police chief Brody must protect civilians at a SeaWorld theme park after a 35-foot shark becomes trapped in the park with them.
1390,My Fellow Americans (1996),Comedy,Two former U. S. Presidents hated rivals join forces to expose the current corrupt President at the risk of their lives.
1391,Mars Attacks! (1996),Action|Comedy|Sci-Fi,Earth is invaded by Martians with unbeatable weapons and a cruel sense of humor.
1392,Citizen Ruth (1996),Comedy|Drama,An irresponsible drug-addicted recently impregnated woman finds herself in the middle of an abortion debate when both parties attempt to sway her to their respective sides.
1393,Jerry Maguire (1996),Drama|Romance,When a sports agent has a moral epiphany and is fired for expressing it he decides to put his new philosophy to the test as an independent with the only athlete who stays with him.
1394,Raising Arizona (1987),Comedy,When a childless couple of an ex-con and an ex-cop decide to help themselves to one of another family's quintuplets their lives become more complicated than they anticipated.
1395,Tin Men (1987),Comedy|Drama,A minor car accident drives two rival aluminum-siding salesmen to the ridiculous extremes of man versus man in 1963 Baltimore.
1396,Sneakers (1992),Action|Comedy|Crime|Drama|Sci-Fi,A security pro finds his past coming back to haunt him when he and his unique team are tasked with retrieving a particularly important item.
1397,Bastard Out of Carolina (1996),Drama,Difficult tale of poor struggling South Carolinian mother & daughter who each face painful choices with their resolve and pride. Bone the eldest daughter and Anney her tired mother ...
1398,In Love and War (1996),Romance|War,Reporter Ernest Hemingway is an ambulance driver in Italy during World War I. While bravely risking his life in the line of duty he is injured and ends up in the hospital where he falls ...
1399,Marvin's Room (1996),Drama,A leukemia patient attempts to end a 20-year feud with her sister to get her bone marrow.
1401,Ghosts of Mississippi (1996),Drama,A Mississippi district attorney and the widow of Medgar Evers struggle to finally bring a white racist to justice for the 1963 murder of the civil rights leader.
1404,Night Falls on Manhattan (1996),Crime|Drama,A newly elected District attorney finds himself in the middle of a police corruption investigation that may involve his father and his partner.
1405,Beavis and Butt-Head Do America (1996),Adventure|Animation|Comedy|Crime,The dim-witted teen duo of Beavis and Butt-Head travel across America in search of their stolen television set.
1406,La Cérémonie (1995),Crime|Drama|Mystery|Thriller,The upper-class owner of a gallery Catherine Lelievre hires the efficient and quiet maid Sophie to work in the family manor in the French countryside. Her husband Georges Lelievre who is...
1407,Scream (1996),Comedy|Horror|Mystery|Thriller,A year after the murder of her mother a teenage girl is terrorized by a new killer who targets the girl and her friends by using horror films as part of a deadly game.
1408,"Last of the Mohicans, The (1992)",Action|Romance|War|Western,During the French and Indian War in colonial America a white scout with two of his Indian brothers helps a British officer escort two women through dangerous territory with both French ...
1409,Michael (1996),Comedy|Drama|Fantasy|Romance,Two tabloid reporters checking out a report of the Archangel Michael living with an old woman find that it's true. But that's not the only surprise.
1410,"Evening Star, The (1996)",Comedy|Drama,N/A
1411,Hamlet (1996),Crime|Drama|Romance,Hamlet Prince of Denmark returns home to find his father murdered and his mother remarrying the murderer his uncle. Meanwhile war is brewing.
1413,"Whole Wide World, The (1996)",Drama,In Texas in the 1930s young schoolteacher Novalyne Price meets a handsome eccentric interesting young man named Robert Howard. He's a successful writer - of the pulp stories of 'Conan ...
1414,Mother (1996),Comedy,A mother desperately searches for the killer who framed her son for a girl's horrific murder.
